rank,Name,dfs_id,dk_salary,proj,adj_proj,p50,p75,p95,own,archetype,FRAGILITY,sensitivity_pct,sensitivity_label,mc_prob,win_pct,ceiling_delta,value,CEIL,VAL,LEV,SAFE,wave,sg_ott,sg_app,sg_arg,sg_putt,has_sg,DFS_SCORE_3MAX
14,Andrew Putnam,42464102,6800,47.2,48.010000000000005,50.5,66.5,86.0,3.9,Punt/Fragile Value,46.0,100.0,CORE LOCK,0.54,0.004,38.8,6.9411764705882355,79.53757225433529,92.85102477965151,100.0,57.702665875827606,PM,,,,,False,83.68318497802113
15,J.J. Spaun,42464047,8600,61.49,58.107000000000006,66.0,79.0,102.5,11.94,Stable Core,27.0154,100.0,CORE LOCK,0.729846,0.018000000000000002,41.01,7.15,94.79768786127171,95.64442425395457,38.2701421800948,93.09022984413491,PM,,,,,False,83.44774412063653
16,Alex Smalley,42464063,7600,55.43,54.826,60.5,74.0,96.0,6.89,Punt/Fragile Value,34.092299999999994,100.0,CORE LOCK,0.659077,0.008,40.57,7.2934210526315795,88.78612716763008,97.56294509379283,57.22748815165879,79.89878775700566,PM,,,,,False,83.33550293438286
17,Maverick McNealy,42464043,9000,64.88,59.407999999999994,69.0,82.0,107.0,20.44,Stable Core,24.323099999999997,100.0,CORE LOCK,0.756769,0.028999999999999998,42.120000000000005,7.208888888888889,98.95953757225438,96.43217164874238,24.052132701421808,98.10871527294951,AM,,,,,False,83.21859177231414
18,Stephan Jaeger,42464068,7400,56.64,55.94,62.0,75.0,98.5,9.3,Value Stabilizer,33.2923,100.0,CORE LOCK,0.667077,0.012,41.86,7.654054054054054,91.09826589595379,100.0,45.37914691943129,81.38999911645732,PM,,,,,False,82.72363560973638
19,Ryo Hisatsune,42464050,8300,59.71,59.001,64.5,77.5,101.5,11.52,Stable Core,29.738500000000002,100.0,CORE LOCK,0.702615,0.02,41.79,7.193975903614457,93.87283236994224,96.2326829927311,38.2701421800948,88.01433277798141,AM,,,,,False,82.46348204887585
20,Will Zalatoris,42464061,7600,54.73,56.27199999999999,60.0,72.5,95.0,5.93,Punt/Fragile Value,34.9231,100.0,CORE LOCK,0.650769,0.01,40.27,7.201315789473684,87.86127167630062,96.33086749022696,57.22748815165879,78.35016476021512,AM,,,,,False,82.425247887441
21,Sepp Straka,42464041,9200,64.77,60.794999999999995,68.5,81.5,108.0,14.95,Stable Core,24.2154,100.0,CORE LOCK,0.757846,0.033,43.230000000000004,7.040217391304348,99.88439306358386,94.17587958237516,19.31279620853081,98.3094696022157,PM,,,,,False,82.10670680306586
22,Billy Horschel,42464101,6800,51.67,52.078,56.5,71.0,92.5,5.07,Leverage Pivot,39.46150000000001,100.0,CORE LOCK,0.605385,0.006,40.83,7.598529411764706,85.54913294797691,100.0,61.96682464454979,69.89052271804587,PM,,,,,False,82.0965965158076
23,Hideki Matsuyama,42464040,9300,67.22,60.30199999999999,70.5,85.0,111.0,25.36,Stable Core,25.582773722627735,100.0,CORE LOCK,0.778,0.038,43.78,7.2279569892473114,100.0,96.68724262502182,14.573459715639817,100.0,AM,-0.08,0.79,-0.08,0.42,True,82.08650259938342
24,Keith Mitchell,42464048,8500,61.89,58.114999999999995,66.5,79.5,104.0,15.15,Stable Core,27.3385,100.0,CORE LOCK,0.726615,0.023,42.11,7.281176470588235,96.18497109826593,97.39915124767171,26.421800947867307,92.48796685633637,PM,,,,,False,81.98133146924822
25,Max McGreevy,42464070,7400,52.18,54.214999999999996,57.0,71.0,92.0,4.75,Punt/Fragile Value,38.6154,100.0,CORE LOCK,0.613846,0.008,39.82,7.051351351351351,85.08670520231217,94.32481681291532,66.70616113744079,71.46766513208594,AM,,,,,False,81.67726828145476
26,Andrew Novak,42464075,7300,54.51,56.071,60.0,72.62,94.5,5.34,Value Stabilizer,35.2615,100.0,CORE LOCK,0.647385,0.009000000000000001,39.99,7.467123287671233,87.39884393063588,99.88653254302258,50.11848341232229,77.71938235516707,AM,,,,,False,81.61277474374953
27,Michael Thorbjornsen,42464044,8900,62.92,61.879999999999995,67.5,80.5,106.5,12.65,Stable Core,26.338499999999996,100.0,CORE LOCK,0.736615,0.027999999999999997,43.58,7.069662921348314,98.49710982658964,94.56976780166293,21.682464454976312,94.35198105565094,AM,,,,,False,81.53057593039449
28,Jordan L. Smith,42464059,7700,55.85,55.201,61.0,74.5,96.5,6.74,Punt/Fragile Value,34.538500000000006,100.0,CORE LOCK,0.654615,0.012,40.65,7.253246753246753,89.24855491329483,97.02553981624489,47.7488151658768,79.06706462127148,PM,,,,,False,81.36562964574523
29,Mackenzie Hughes,42464084,7100,51.46,51.464,56.5,70.5,90.5,4.16,Leverage Pivot,39.4923,100.0,CORE LOCK,0.605077,0.005,39.04,7.2478873239436625,83.69942196531795,96.95384757428351,64.33649289099529,69.833111080707,PM,,,,,False,81.06049592000318
30,Nick Taylor,42464054,8000,57.98,56.896,63.0,76.0,99.0,7.94,Stable Core,31.200000000000006,100.0,CORE LOCK,0.688,0.013999999999999999,41.02,7.2475,91.56069364161853,96.94866640287213,35.9004739336493,85.29007602568316,PM,,,,,False,80.83505024794778
31,Jordan Spieth,42464038,9500,68.82,58.892,71.5,86.0,113.0,28.06,Stable Core,20.399999999999995,100.0,CORE LOCK,0.796,0.042,44.18000000000001,7.244210526315789,100.0,96.9046636313162,7.46445497630332,100.0,PM,,,,,False,80.71905690308972
32,Lee Hodges,42464093,6900,51.19,51.349,56.0,70.0,90.5,3.96,Punt/Fragile Value,39.553799999999995,100.0,CORE LOCK,0.604462,0.006,39.31,7.418840579710144,83.69942196531795,99.24066236059458,59.59715639810429,69.71847420744916,PM,,,,,False,80.66713678701404
33,Patrick Rodgers,42464066,7500,53.36,54.819,58.5,72.0,92.0,4.61,Punt/Fragile Value,36.3077,100.0,CORE LOCK,0.636923,0.005,38.64,7.1146666666666665,85.08670520231217,95.17177581708188,54.85781990521329,75.76925069984416,AM,,,,,False,80.16457762121462
34,Marco Penge,42464058,7800,56.31,57.806999999999995,61.5,74.5,98.5,8.98,Punt/Fragile Value,33.446200000000005,100.0,CORE LOCK,0.665538,0.013999999999999999,42.19,7.219230769230769,91.09826589595379,96.5705133537777,35.9004739336493,81.10312733118279,AM,,,,,False,79.92749858323323
35,Sudarshan Yellamaraju,42464052,8100,58.14,58.852,63.0,76.0,99.0,9.18,Stable Core,31.015400000000003,100.0,CORE LOCK,0.689846,0.013999999999999999,40.86,7.177777777777778,91.56069364161853,96.01600321376014,31.161137440758303,85.63417304687664,AM,,,,,False,79.7056317052706
36,Max Homa,42464086,7000,52.65,54.899,57.5,71.5,93.5,4.76,Punt/Fragile Value,38.0,100.0,CORE LOCK,0.62,0.01,40.85,7.521428571428571,86.4739884393064,100.0,45.37914691943129,72.61477947034413,AM,,,,,False,79.55764168016043
37,Si Woo Kim,42464037,9600,67.09,63.83299999999999,70.5,84.0,110.5,19.31,Stable Core,22.199999999999996,100.0,CORE LOCK,0.778,0.036000000000000004,43.41,6.988541666666667,100.0,93.4846215500847,5.094786729857821,100.0,AM,,,,,False,79.39011273349273
38,Zecheng Dou,42464083,7100,49.0,49.736999999999995,53.0,68.0,88.5,3.13,Punt/Fragile Value,43.061499999999995,100.0,CORE LOCK,0.569385,0.005,39.5,6.901408450704226,81.84971098265899,92.3190542390185,69.07582938388627,63.180071600513465,PM,,,,,False,79.11182456967249
39,Russell Henley,42464036,9800,69.15,60.785,72.0,86.5,113.0,22.3,Stable Core,27.477911067961166,100.0,CORE LOCK,0.794462,0.044000000000000004,43.849999999999994,7.0561224489795915,100.0,94.38863903469328,0.0,100.0,PM,0.31,0.66,0.31,0.78,True,78.59715975867331
40,Steven Fisk,42464106,6700,49.48,49.885,54.0,68.5,88.02,2.61,Punt/Fragile Value,41.6462,100.0,CORE LOCK,0.583538,0.004,38.54,7.385074626865671,81.40578034682083,98.78898052574202,57.22748815165879,65.81821089680336,PM,,,,,False,78.5777865350161
41,Joel Dahmen,42474773,6600,47.69,50.42999999999999,51.5,67.0,86.0,2.15,Punt/Fragile Value,44.7846,100.0,CORE LOCK,0.552154,0.004,38.31,7.225757575757576,79.53757225433529,96.65782141706067,66.70616113744079,59.96818873367453,AM,,,,,False,78.31594479353862
42,Ludvig Aberg,42464034,10100,70.41,61.322,73.5,87.5,114.0,23.61,Stable Core,19.5692,100.0,CORE LOCK,0.804308,0.046,43.59,6.971287128712871,100.0,93.25381031255198,0.0,100.0,PM,,,,,False,78.313452578138
43,Kristoffer Reitan,42464081,7100,49.19,49.836999999999996,54.0,68.0,88.5,3.08,Punt/Fragile Value,42.969199999999994,100.0,CORE LOCK,0.570308,0.006,39.31,6.928169014084507,81.84971098265899,92.67702608198613,64.33649289099529,63.352120111110196,PM,,,,,False,78.27925750842572
44,John Keefer,42464053,8000,58.11,57.61,63.0,76.0,101.0,7.45,Punt/Fragile Value,31.338500000000003,100.0,CORE LOCK,0.686615,0.016,42.89,7.26375,93.4104046242775,97.1660400943584,19.31279620853081,85.0319100590781,PM,,,,,False,78.27301762386848
45,Robert MacIntyre,42464035,9900,68.51,62.733,72.0,86.0,111.52,19.89,Stable Core,21.507699999999996,100.0,CORE LOCK,0.784923,0.042,43.00999999999999,6.92020202020202,100.0,92.57045285919936,0.35545023696682354,100.0,PM,,,,,False,78.2137032621932
46,Eric Cole,42464091,6900,50.42,51.241,55.0,69.5,91.5,4.19,Punt/Fragile Value,41.6615,100.0,CORE LOCK,0.583385,0.006999999999999999,41.08,7.3072463768115945,84.62427745664743,97.74788427859308,50.11848341232229,65.78969147955385,PM,,,,,False,78.17883245670478
47,Alex Noren,42464046,8700,60.61,60.227,65.5,79.0,103.5,10.64,Stable Core,28.953799999999998,100.0,CORE LOCK,0.710462,0.02,42.89,6.966666666666667,95.72254335260119,93.19200311923778,14.573459715639817,89.47702472018356,AM,,,,,False,77.92326377200541
48,Tommy Fleetwood,42464033,10500,71.18,64.316,74.0,88.5,114.52,22.1,Stable Core,13.578857477554507,100.0,CORE LOCK,0.816154,0.049,43.33999999999999,6.77904761904762,100.0,90.68225265929387,0.0,100.0,AM,0.596,0.599,0.995,-0.149,True,77.67056316482346
49,John Parry,42464079,7200,49.55,50.036,54.0,68.5,88.5,2.89,Punt/Fragile Value,41.923100000000005,100.0,CORE LOCK,0.580769,0.006,38.95,6.881944444444444,81.84971098265899,92.05868729183078,59.59715639810429,65.30206536501315,PM,,,,,False,77.46929730039412
50,Michael Kim,42464092,6900,50.51,52.531,56.0,69.5,88.5,2.74,Punt/Fragile Value,40.4923,100.0,CORE LOCK,0.595077,0.004,37.99,7.320289855072463,81.84971098265899,97.92236483363222,50.11848341232229,67.96909688139243,AM,,,,,False,77.43953681614498
51,Taylor Moore,42474776,6900,50.49,52.635,55.5,69.0,89.02,3.16,Punt/Fragile Value,40.5077,100.0,CORE LOCK,0.594923,0.004,38.529999999999994,7.317391304347826,82.33063583815031,97.88359137695684,47.7488151658768,67.940391062723,AM,,,,,False,77.14397387208315
52,Thorbjorn Olesen,42464057,7800,56.75,58.35999999999999,61.5,75.5,99.5,8.65,Punt/Fragile Value,33.707699999999996,100.0,CORE LOCK,0.662923,0.017,42.75,7.2756410256410255,92.02312138728327,97.32510447215209,14.573459715639817,80.61568761806205,AM,,,,,False,76.1475697587886
53,Bronson Burgoon,42464115,6600,48.06,50.901999999999994,52.0,67.0,87.0,2.28,Punt/Fragile Value,44.553799999999995,100.0,CORE LOCK,0.554462,0.003,38.94,7.281818181818182,80.46242774566477,97.4077353177592,52.48815165876779,60.398403210876324,AM,,,,,False,76.09429574109072
54,Brian Harman,42464056,7900,55.91,55.614999999999995,60.5,74.12,97.5,5.9,Punt/Fragile Value,33.5692,100.0,CORE LOCK,0.664308,0.012,41.59,7.077215189873417,90.1734104046243,94.67079330864124,16.943127962085313,80.87385358466712,PM,,,,,False,75.25676611912716
55,Emiliano Grillo,42464108,6700,47.52,50.379000000000005,51.0,67.0,86.0,1.81,Punt/Fragile Value,44.8308,100.0,CORE LOCK,0.551692,0.004,38.48,7.092537313432836,79.53757225433529,94.8757549430732,52.48815165876779,59.882071277666185,AM,,,,,False,75.0139086609059
56,William Mouw,42464087,7000,50.16,52.728,55.0,69.0,90.0,3.52,Punt/Fragile Value,40.98460000000001,100.0,CORE LOCK,0.590154,0.005,39.84,7.1657142857142855,83.23699421965321,95.85463177978744,38.2701421800948,67.05144269106987,AM,,,,,False,74.97020047248758
57,Jhonattan Vegas,42464113,6600,49.05,49.577,54.0,68.0,87.5,1.98,Punt/Fragile Value,42.815400000000004,100.0,CORE LOCK,0.571846,0.005,38.45,7.431818181818182,80.92485549132952,99.41426170070929,38.2701421800948,63.63880549496477,PM,,,,,False,74.42335688197281
58,Austin Eckroat,42464097,6800,48.31,50.918000000000006,52.5,67.12,86.5,1.87,Punt/Fragile Value,43.9538,100.0,CORE LOCK,0.560462,0.003,38.19,7.104411764705883,80.00000000000003,95.03459760815602,45.37914691943129,61.51681173046507,AM,,,,,False,74.06200054549504
59,Kevin Roy,42464096,6900,47.32,48.136,51.5,66.5,85.5,1.74,Punt/Fragile Value,45.4,100.0,CORE LOCK,0.546,0.004,38.18,6.857971014492754,79.07514450867055,91.73799849391163,52.48815165876779,58.82107439541635,PM,,,,,False,73.88534891801213
60,Matthew McCarty,42464071,7400,52.24,52.036,57.5,71.0,91.0,3.84,Punt/Fragile Value,38.4,100.0,CORE LOCK,0.616,0.008,38.76,7.059459459459459,84.1618497109827,94.43327769848018,28.791469194312807,71.8691737906183,PM,,,,,False,73.81172921646844
61,Doug Ghim,42464088,7000,49.01,51.817,53.5,68.0,88.5,2.38,Punt/Fragile Value,42.969199999999994,100.0,CORE LOCK,0.570308,0.005,39.49,7.001428571428571,81.84971098265899,93.65700764608019,35.9004739336493,63.352120111110196,AM,,,,,False,72.83704910798004
62,Rico Hoey,42464065,7500,52.7,55.113,57.5,72.0,94.0,4.37,Punt/Fragile Value,38.5846,100.0,CORE LOCK,0.614154,0.009000000000000001,41.3,7.026666666666667,86.93641618497114,93.99461367241784,14.573459715639817,71.52507676942483,AM,,,,,False,71.91667335063461
63,Chad Ramey,42464089,7000,50.73,50.937999999999995,56.0,69.5,89.52,2.83,Punt/Fragile Value,39.9846,100.0,CORE LOCK,0.600154,0.005,38.79,7.247142857142856,82.79306358381507,96.94388895910319,19.31279620853081,68.91545689038443,PM,,,,,False,71.55307544856565
64,Davis Thompson,42464064,7500,54.68,56.379999999999995,60.0,73.0,95.02,4.66,Punt/Fragile Value,35.0769,100.0,CORE LOCK,0.649231,0.009000000000000001,40.339999999999996,7.290666666666667,87.8797687861272,97.52610010641,0.35545023696682354,78.06347937636053,AM,,,,,False,71.31404449490083
65,Tom Kim,42464078,7200,53.63,53.891999999999996,59.0,72.0,95.0,4.23,Value Stabilizer,37.0923,100.0,CORE LOCK,0.629077,0.006999999999999999,41.37,7.448611111111111,87.86127167630062,99.63889807186449,0.0,74.30674515906196,PM,,,,,False,71.20024496234566
66,Kevin Yu,42464104,6700,48.61,49.083,53.0,68.0,86.5,1.72,Punt/Fragile Value,43.1231,100.0,CORE LOCK,0.568769,0.004,37.89,7.255223880597015,80.00000000000003,97.05198753751658,26.421800947867307,63.065248325835675,PM,,,,,False,71.00714432282797
67,Matt Kuchar,42464099,6800,50.38,52.660000000000004,55.5,69.5,89.0,2.3,Punt/Fragile Value,40.6154,100.0,CORE LOCK,0.593846,0.005,38.62,7.408823529411765,82.31213872832373,99.10666585590768,12.203791469194316,67.7396367334568,AM,,,,,False,70.3032257591638
68,Seamus Power,42464095,6900,49.2,52.187000000000005,53.5,68.5,89.5,2.63,Punt/Fragile Value,43.184599999999996,100.0,CORE LOCK,0.568154,0.004,40.3,7.130434782608695,82.77456647398847,95.38270342139586,14.573459715639817,62.950611452577846,AM,,,,,False,69.31278610595899
69,Hao-Tong Li,42464080,7100,51.44,52.248999999999995,56.0,70.5,93.0,3.71,Punt/Fragile Value,40.0462,100.0,CORE LOCK,0.599538,0.006,41.56,7.245070422535211,86.01156069364166,96.91616632765533,0.0,68.80063361570666,PM,,,,,False,68.9537609017265
70,Bud Cauley,42464077,7200,51.13,53.784,56.0,70.0,92.02,3.87,Punt/Fragile Value,40.338499999999996,100.0,CORE LOCK,0.596615,0.006,40.88999999999999,7.101388888888889,85.10520231213876,94.99416107429481,0.35545023696682354,68.25578226524702,AM,,,,,False,68.10007858060962
